mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
96998,Ms,Evelyn,Regner,,,female,Austria,Wien,1966-01-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96998.jpg,mailto:evelyn.regner@europarl.europa.eu,,https://twitter.com/Evelyn_Regner,,https://www.facebook.com/evelyn.regner,https://www.instagram.com/mep_evelyn_regner/,https://data.europarl.europa.eu/person/96998
96779,Ms,Danuta Maria,Hübner,,,female,Poland,Nisko,1948-04-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96779.jpg,mailto:danuta.huebner@europarl.europa.eu,http://danuta-huebner.pl/,https://twitter.com/danutahuebner,https://www.facebook.com/danuta.hubner,,https://www.instagram.com/danutahuebner/,https://data.europarl.europa.eu/person/96779
96951,Ms,Diane,Dodds,,,female,United Kingdom,Banbridge,1958-08-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96951.jpg,,,,,,,https://data.europarl.europa.eu/person/96951
96775,Ms,Lara,Comi,,,female,Italy,Garbagnate Milanese,1983-02-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96775.jpg,mailto:lara.comi@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/96775
113959,Ms,Martina,Anderson,,,female,Ireland,,1962-04-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/113959.jpg,,,,,,,https://data.europarl.europa.eu/person/113959
96653,Ms,Katarína,Roth Neveďalová,,,female,Slovakia,Nitra,1982-11-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/96653.jpg,mailto:katarina.roth@europarl.europa.eu,http://europoslankyna.sk,,https://www.facebook.com/europoslankyna,,,https://data.europarl.europa.eu/person/96653
99461,Ms,Alexandra Lesley,Phillips,,,female,United Kingdom,Gloucester,1983-12-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/99461.jpg,,,,,,,https://data.europarl.europa.eu/person/99461
124784,Mr,Dan,Nica,,,male,Romania,Panciu,1960-07-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124784.jpg,mailto:dan.nica@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124784
124770,Mr,Jean-François,Jalkh,,,male,France,Tournan-en-Brie,1957-05-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124770.jpg,mailto:jean-francois.jalkh@europarl.europa.eu,,https://twitter.com/JFJalkh,https://www.facebook.com/jfjalkh/,,,https://data.europarl.europa.eu/person/124770
124722,Mr,Csaba,Molnár,,,male,Hungary,Csorna,1975-12-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124722.jpg,mailto:csaba.molnar@europarl.europa.eu,,,,https://www.facebook.com/drmolnarcsaba,,https://data.europarl.europa.eu/person/124722
124852,Mr,Sergei,Stanishev,Сергей,Станишев,male,Bulgaria,Kherson,1966-05-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124852.jpg,mailto:sergei.stanishev@europarl.europa.eu,,https://twitter.com/SergeiStanishev,,https://www.facebook.com/Stanishev.Sergei/,,https://data.europarl.europa.eu/person/124852
124692,Mr,Demetris,Papadakis,Δημήτρης,Παπαδάκης,male,Cyprus,Ammochostos,1966-08-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124692.jpg,mailto:demetris.papadakis@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124692
124866,Mr,Ilhan,Kyuchyuk,Илхан,Кючюк,male,Bulgaria,Sevlievo,1985-09-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124866.jpg,mailto:ilhan.kyuchyuk@europarl.europa.eu,https://ilhankyuchyuk.eu/,https://twitter.com/ilhankyuchyuk,,https://www.facebook.com/ilhan.kyuchyuk.eu/,,https://data.europarl.europa.eu/person/124866
124808,Mr,Norbert,Lins,,,male,Germany,Ravensburg,1977-12-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124808.jpg,mailto:norbert.lins@europarl.europa.eu,http://www.norbert-lins.de/,https://twitter.com/linsnorbert/,https://www.facebook.com/Norbert.Lins.EU,,https://www.instagram.com/norbertlins.mdep/,https://data.europarl.europa.eu/person/124808
125004,Mr,Franc,Bogovič,,,male,Slovenia,Senovo,1963-02-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125004.jpg,mailto:franc.bogovic@europarl.europa.eu,http://bogovic.eu,https://twitter.com/Franc_Bogovic,https://www.facebook.com/FrancBogovic.SLS,,https://www.instagram.com/francbogovicslo_eu/,https://data.europarl.europa.eu/person/125004
124586,Mr,Balázs,Hidvéghi,,,male,Hungary,Budapest,1970-11-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124586.jpg,mailto:balazs.hidveghi@europarl.europa.eu,https://hidveghi.fidesz-eu.hu/hu/,https://twitter.com/BalazsHidveghi,https://www.facebook.com/hidveghibalazs/,,https://www.instagram.com/hidveghibalazs/,https://data.europarl.europa.eu/person/124586
124989,Mr,Fredrick,Federley,,,male,Sweden,Köping,1978-05-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124989.jpg,,,,,,,https://data.europarl.europa.eu/person/124989
124705,Mr,István,Ujhelyi,,,male,Hungary,Berettyóújfalu,1975-02-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124705.jpg,mailto:istvan.ujhelyi@europarl.europa.eu,https://ujhelyi.eu/hu/koszonto,https://twitter.com/istvan_ujhelyi,https://www.facebook.com/dr.ujhelyi.istvan,,https://www.instagram.com/istvan.ujhelyi.official,https://data.europarl.europa.eu/person/124705
124986,Mr,Matt,Carthy,,,male,Ireland,Birmingham,1977-07-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124986.jpg,,,,,,,https://data.europarl.europa.eu/person/124986
124929,Mr,Ivan,Štefanec,,,male,Slovakia,Považská Bystrica,1961-09-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124929.jpg,mailto:ivan.stefanec@europarl.europa.eu,http://www.ivanstefanec.sk/,https://twitter.com/IvanStefanec,https://www.facebook.com/ivanstefanec.eu,https://www.facebook.com/ivan.stefanec.1,https://www.instagram.com/stefanec_ivan/,https://data.europarl.europa.eu/person/124929
124739,Mr,Carlos,Zorrinho,,,male,Portugal,Óbidos,1959-05-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124739.jpg,mailto:carlos.zorrinho@europarl.europa.eu,https://carlos.zorrinho.eu/,https://twitter.com/czorrinho,,https://www.facebook.com/czorrinho,,https://data.europarl.europa.eu/person/124739
124760,Mr,Nicolas,Bay,,,male,France,Saint-Germain-en-Laye,1977-12-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124760.jpg,mailto:nicolas.bay@europarl.europa.eu,,https://twitter.com/NicolasBay_,,https://www.facebook.com/NicolasBayFN/,,https://data.europarl.europa.eu/person/124760
124837,Mr,Joachim,Schuster,,,male,Germany,Rastatt,1962-10-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124837.jpg,mailto:joachim.schuster@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124837
124713,Mr,Tomáš,Zdechovský,,,male,Czechia,Havlíčkův Brod,1979-11-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124713.jpg,mailto:tomas.zdechovsky@europarl.europa.eu,http://www.zdechovsky.eu/,https://twitter.com/TomasZdechovsky,https://www.facebook.com/tomaszdechovsky/,,https://www.instagram.com/tomaszdechovsky/,https://data.europarl.europa.eu/person/124713
124856,Mr,Ignazio,Corrao,,,male,Italy,Roma,1984-01-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124856.jpg,mailto:ignazio.corrao@europarl.europa.eu,,https://twitter.com/ignaziocorrao,https://www.facebook.com/Corraofb/,,https://www.instagram.com/ignaziocorrao/,https://data.europarl.europa.eu/person/124856
124693,Mr,Pascal,Durand,,,male,France,Montreuil-Sous-Bois,1960-10-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124693.jpg,mailto:pascal.durand@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124693
125005,Mr,Javier,Nart,,,male,Spain,Laredo,1947-08-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125005.jpg,mailto:javier.nart@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/125005
124884,Mr,Kosma,Złotowski,,,male,Poland,Bydgoszcz,1964-01-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124884.jpg,mailto:kosma.zlotowski@europarl.europa.eu,http://kosmazlotowski.eu/?utm_source=europarl,https://twitter.com/KosmaZlotowski,,https://www.facebook.com/kosmazlotowski,,https://data.europarl.europa.eu/person/124884
124850,Mr,Emil,Radev,Емил,Радев,male,Bulgaria,Varna,1971-05-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124850.jpg,mailto:emil.radev@europarl.europa.eu,https://emilradev.com/,https://twitter.com/emil_radev,,,,https://data.europarl.europa.eu/person/124850
124807,Mr,Jens,Gieseke,,,male,Germany,Lingen,1971-05-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124807.jpg,mailto:jens.gieseke@europarl.europa.eu,https://jens-gieseke.de/,,https://www.facebook.com/gieseke.europa,,https://www.instagram.com/jens.gieseke/,https://data.europarl.europa.eu/person/124807
124867,Mr,Brando,Benifei,,,male,Italy,La Spezia,1986-01-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124867.jpg,mailto:brando.benifei@europarl.europa.eu,http://www.brandobenifei.it/,https://twitter.com/brandobenifei,,https://www.facebook.com/benifeibrando,https://www.instagram.com/brandobenifei,https://data.europarl.europa.eu/person/124867
124691,Mr,Costas,Mavrides,Κώστας,Μαυρίδης,male,Cyprus,Kato Dhikomo,1962-05-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124691.jpg,mailto:costas.mavrides@europarl.europa.eu,,https://twitter.com/MavridesCostas,https://facebook.com/cmavrides/,https://www.facebook.com/costas.mavrides.3,,https://data.europarl.europa.eu/person/124691
124828,Mr,Fulvio,Martusciello,,,male,Italy,Napoli,1968-05-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124828.jpg,mailto:fulvio.martusciello@europarl.europa.eu,http://www.fulviomartusciello.com/,https://twitter.com/fulviomartuscie,https://www.facebook.com/MartuscielloFulvio,,,https://data.europarl.europa.eu/person/124828
124781,Mr,Alfred,Sant,,,male,Malta,Sliema,1948-02-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124781.jpg,mailto:alfred.sant@europarl.europa.eu,,https://twitter.com/SantAlfred,,https://www.facebook.com/alfredsantpage,,https://data.europarl.europa.eu/person/124781
123562,Mr,Charlie,Weimers,,,male,Sweden,HAMMARÖ,1982-11-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/123562.jpg,mailto:charlie.weimers@europarl.europa.eu,,https://twitter.com/weimers,https://www.facebook.com/charlie.weimers,,https://www.instagram.com/weimers/,https://data.europarl.europa.eu/person/123562
124766,Mr,Petras,Auštrevičius,,,male,Lithuania,Vilnius,1963-05-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124766.jpg,mailto:petras.austrevicius@europarl.europa.eu,http://www.austrevicius.lt,https://twitter.com/petras_petras,https://www.facebook.com/PetroAustreviciausbiuras,,,https://data.europarl.europa.eu/person/124766
124738,Mr,Gilles,Lebreton,,,male,France,Brest,1958-10-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124738.jpg,mailto:gilles.lebreton@europarl.europa.eu,,https://twitter.com/gilles_lebreton?lang=en,https://fr-fr.facebook.com/gilleslebreton.fn/,,,https://data.europarl.europa.eu/person/124738
124887,Mr,Karol,Karski,,,male,Poland,Warszawa,1966-05-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124887.jpg,mailto:karol.karski@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124887
124844,Mr,Piernicola,Pedicini,,,male,Italy,Benevento,1969-05-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124844.jpg,mailto:piernicola.pedicini@europarl.europa.eu,,https://twitter.com/PediciniEu,,https://www.facebook.com/piernicola.pedicini.eu/,,https://data.europarl.europa.eu/person/124844
125001,Mr,Harald,Vilimsky,,,male,Austria,Wien,1966-07-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125001.jpg,mailto:harald.vilimsky@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/125001
125012,Mr,Daniel,Buda,,,male,Romania,Com. Românași,1970-01-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125012.jpg,mailto:daniel.buda@europarl.europa.eu,http://www.danielbuda.ro/ro/primapagina/,https://twitter.com/MEPDanielBuda,https://www.facebook.com/MEPDanielBuda/,,,https://data.europarl.europa.eu/person/125012
124873,Mr,Angel,Dzhambazki,Ангел,Джамбазки,male,Bulgaria,Sofia,1979-03-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124873.jpg,mailto:angel.dzhambazki@europarl.europa.eu,,https://twitter.com/djambazki,https://www.facebook.com/angel.djambazki,,,https://data.europarl.europa.eu/person/124873
124895,Mr,Krzysztof,Hetman,,,male,Poland,Lublin,1974-06-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124895.jpg,,,,,,,https://data.europarl.europa.eu/person/124895
124714,Mr,Andor,Deli,,,male,Hungary,Óbecse (Szerbia),1977-05-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124714.jpg,mailto:andor.deli@europarl.europa.eu,http://deli.fidesz-eu.hu,https://twitter.com/andordeli,https://www.facebook.com/deliandor,,,https://data.europarl.europa.eu/person/124714
124809,Mr,Sven,Schulze,,,male,Germany,Quedlinburg,1979-07-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124809.jpg,,,,,,,https://data.europarl.europa.eu/person/124809
124818,Mr,Klaus,Buchner,,,male,Germany,München,1941-02-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124818.jpg,,,,,,,https://data.europarl.europa.eu/person/124818
124834,Mr,Martin,Sonneborn,,,male,Germany,Göttingen,1965-05-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124834.jpg,mailto:martin.sonneborn@europarl.europa.eu,https://martinsonneborn.de,https://twitter.com/MartinSonneborn,https://www.facebook.com/Martin-Sonneborn-178442508884215,,,https://data.europarl.europa.eu/person/124834
124875,Mr,Anders Primdahl,Vistisen,,,male,Denmark,Viborg,1987-11-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124875.jpg,mailto:anders.vistisen@europarl.europa.eu,http://www.stemanders.dk/,https://twitter.com/andersvistisen,https://www.facebook.com/AndersVistisenDF,,https://www.instagram.com/avistisen,https://data.europarl.europa.eu/person/124875
124870,Mr,Jeppe,Kofod,,,male,Denmark,København,1974-03-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124870.jpg,,,,,,,https://data.europarl.europa.eu/person/124870
124952,Mr,Seb,Dance,,,male,United Kingdom,London,1981-12-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124952.jpg,,,,,,,https://data.europarl.europa.eu/person/124952
124965,Mr,Nathan,Gill,,,male,United Kingdom,Hull,1973-07-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124965.jpg,,,,,,,https://data.europarl.europa.eu/person/124965
124985,Mr,Luke Ming,Flanagan,,,male,Ireland,Roscommon,1972-01-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124985.jpg,mailto:lukeming.flanagan@europarl.europa.eu,https://www.lukemingflanagan.ie,https://twitter.com/lukeming,https://www.facebook.com/Lukemingflanagan,,https://www.instagram.com/lukemingflanagan,https://data.europarl.europa.eu/person/124985
124812,Mr,Fabio Massimo,Castaldo,,,male,Italy,Roma,1985-09-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124812.jpg,mailto:fabiomassimo.castaldo@europarl.europa.eu,http://www.fabiomassimocastaldo.it/,https://twitter.com/FMCastaldo,https://www.facebook.com/FabioMassimoCastaldo,,,https://data.europarl.europa.eu/person/124812
124715,Mr,György,Hölvényi,,,male,Hungary,Budapest,1962-06-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124715.jpg,mailto:gyorgy.holvenyi@europarl.europa.eu,https://holvenyigyorgy.hu/en/,https://twitter.com/HolvenyiGyorgy,https://www.facebook.com/Holvenyi,,,https://data.europarl.europa.eu/person/124715
124806,Mr,David,McAllister,,,male,Germany,Berlin,1971-01-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124806.jpg,mailto:david.mcallister@europarl.europa.eu,https://www.david-mcallister.de/,https://twitter.com/davidmcallister,https://www.facebook.com/david.mcallister,,,https://data.europarl.europa.eu/person/124806
124972,Mr,Ernest,Urtasun,,,male,Spain,,1982-01-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124972.jpg,,,,,,,https://data.europarl.europa.eu/person/124972
124780,Mr,Marco,Zanni,,,male,Italy,Lovere (BG),1986-07-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124780.jpg,mailto:marco.zanni@europarl.europa.eu,https://www.marco-zanni.eu/,https://twitter.com/Marcozanni86,https://www.facebook.com/marcozanniofficial,,https://instagram.com/marcozanniofficial?utm_medium=copy_link,https://data.europarl.europa.eu/person/124780
125020,Mr,Paul,Tang,,,male,Netherlands,Haarlem,1967-04-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125020.jpg,mailto:paul.tang@europarl.europa.eu,https://paultang.nl/,https://twitter.com/paultang,,https://www.facebook.com/PaulTangPvdA,https://www.instagram.com/_paultang_/,https://data.europarl.europa.eu/person/125020
124973,Mr,Gerolf,Annemans,,,male,Belgium,Antwerpen,1958-11-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124973.jpg,mailto:gerolf.annemans@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124973
124996,Mr,Peter,Lundgren,,,male,Sweden,Bjuv,1963-02-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124996.jpg,mailto:peter.lundgren@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124996
124696,Mr,Andrus,Ansip,,,male,Estonia,Tartu,1956-10-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124696.jpg,mailto:andrus.ansip@europarl.europa.eu,,https://twitter.com/Ansip_EU,,,,https://data.europarl.europa.eu/person/124696
124701,Mr,Luděk,Niedermayer,,,male,Czechia,Brno,1966-03-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124701.jpg,mailto:ludek.niedermayer@europarl.europa.eu,https://www.niedermayer.cz/,https://twitter.com/LudekNie,https://www.facebook.com/Niedermayer.Ludek,,https://www.instagram.com/ludekniedermayer/,https://data.europarl.europa.eu/person/124701
124821,Mr,Nicola,Danti,,,male,Italy,Pelago (FI),1966-09-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124821.jpg,mailto:nicola.danti@europarl.europa.eu,https://nicoladanti.eu/,https://twitter.com/DantiNicola/,,https://www.facebook.com/nicola.danti,https://www.instagram.com/nicoladantieu/,https://data.europarl.europa.eu/person/124821
124704,Mr,Stanislav,Polčák,,,male,Czechia,Slavičín,1980-02-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124704.jpg,mailto:stanislav.polcak@europarl.europa.eu,http://www.stanislav-polcak.cz/,https://twitter.com/stanislavpolcak,https://www.facebook.com/spolcak,,,https://data.europarl.europa.eu/person/124704
124891,Mr,Zdzisław,Krasnodębski,,,male,Poland,Choszczno,1953-04-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124891.jpg,mailto:zdzislaw.krasnodebski@europarl.europa.eu; mailto:zdzislaw.krasnodebski-office@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124891
124747,Mr,Pedro,Silva Pereira,,,male,Portugal,Lisboa,1962-08-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124747.jpg,mailto:pedro.silvapereira@europarl.europa.eu,https://pedrosilvapereira.pt/,,,,,https://data.europarl.europa.eu/person/124747
124802,Mr,Siegfried,Mureşan,,,male,Romania,Hunedoara,1981-09-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124802.jpg,mailto:siegfried.muresan@europarl.europa.eu,http://www.siegfriedmuresan.eu/,https://twitter.com/SMuresan,https://www.facebook.com/SiegfriedMEP,https://www.facebook.com/siegfried.muresan,https://www.instagram.com/siegfriedmuresan,https://data.europarl.europa.eu/person/124802
124822,Mr,Dietmar,Köster,,,male,Germany,Schwerte,1957-01-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124822.jpg,mailto:dietmar.koester@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124822
124872,Mr,Morten,Petersen,,,male,Denmark,Kobenhavn,1966-09-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124872.jpg,mailto:mortenhelveg.petersen@europarl.europa.eu,,https://twitter.com/mortenhelveg,https://www.facebook.com/morten.h.petersen.75,,,https://data.europarl.europa.eu/person/124872
119431,Ms,Ruža,Tomašić,,,female,Croatia,Mladoševica,1958-05-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/119431.jpg,,,,,,,https://data.europarl.europa.eu/person/119431
124992,Ms,Malin,Björk,,,female,Sweden,Göteborg,1972-05-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124992.jpg,mailto:malin.bjork@europarl.europa.eu,,https://twitter.com/MalinBjork_EU,,,,https://data.europarl.europa.eu/person/124992
124877,Ms,Jadwiga,Wiśniewska,,,female,Poland,Myszków,1963-07-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124877.jpg,mailto:jadwiga.wisniewska@europarl.europa.eu,,https://twitter.com/j_wisniewska,https://www.facebook.com/jadwiga.wisniewska,,,https://data.europarl.europa.eu/person/124877
124771,Ms,Dominique,Bilde,,,female,France,Nancy,1953-08-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124771.jpg,mailto:dominique.bilde@europarl.europa.eu,http://dominiquebilde.eu,https://twitter.com/dominiquebilde,https://www.facebook.com/dominiquebilde,,,https://data.europarl.europa.eu/person/124771
124785,Ms,Maria,Grapini,,,female,Romania,Berești - Galați,1954-11-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124785.jpg,mailto:maria.grapini@europarl.europa.eu,,https://twitter.com/mariagrapini?lang=fr,https://www.facebook.com/MariaGrapini,,,https://data.europarl.europa.eu/person/124785
124708,Ms,Dita,Charanzová,,,female,Czechia,Praha,1975-04-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124708.jpg,mailto:dita.charanzova@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124708
124710,Ms,Michaela,Šojdrová,,,female,Czechia,Zlín,1963-10-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124710.jpg,mailto:michaela.sojdrova@europarl.europa.eu,https://www.sojdrova.cz/,https://twitter.com/msojdrova,https://www.facebook.com/michaela.sojdrova/,,https://www.instagram.com/sojdrovamichaelaofficial/,https://data.europarl.europa.eu/person/124710
124862,Ms,Ulrike,Müller,,,female,Germany,Augsburg,1962-12-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124862.jpg,mailto:ulrike.mueller@europarl.europa.eu,http://www.mueller-ulrike.de/,https://twitter.com/ulimuellermdep,https://www.facebook.com/MdE.UlrikeMueller/,https://www.facebook.com/UlrikeMuellerMdL,,https://data.europarl.europa.eu/person/124862
124861,Ms,Caterina,Chinnici,,,female,Italy,Palermo,1954-11-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124861.jpg,mailto:caterina.chinnici@europarl.europa.eu,,https://twitter.com/CaterinaChinnic,https://www.facebook.com/CaterinaChinnic/,,,https://data.europarl.europa.eu/person/124861
124735,Ms,Miapetra,Kumpula-Natri,,,female,Finland,Vaasa,1972-05-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124735.jpg,mailto:miapetra.kumpula-natri@europarl.europa.eu,https://miapetra.fi/en/home,https://twitter.com/miapetrakumpula,,https://www.facebook.com/miapetra,,https://data.europarl.europa.eu/person/124735
124712,Ms,Andrea,Bocskor,,,female,Hungary,Beregszász (Ukrajna),1978-08-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124712.jpg,mailto:andrea.bocskor@europarl.europa.eu,https://bocskor.fidesz-eu.hu/hu/,https://twitter.com/AndreaBocskor,https://www.facebook.com/BocskorAndreaEP/,,https://www.instagram.com/bocskorandrea_ep/,https://data.europarl.europa.eu/person/124712
124846,Ms,Pina,Picierno,,,female,Italy,S. Maria Capua Vetere (CE),1981-05-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124846.jpg,mailto:giuseppina.picierno@europarl.europa.eu,,https://twitter.com/pinapic,https://www.facebook.com/pinapic,,,https://data.europarl.europa.eu/person/124846
124970,Ms,Miriam,Dalli,,,female,Malta,St. Julian's,1976-05-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124970.jpg,,,,,,,https://data.europarl.europa.eu/person/124970
124765,Ms,Joëlle,Mélin,,,female,France,Versailles,1950-03-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124765.jpg,,,,,,,https://data.europarl.europa.eu/person/124765
